"scale(hair)","5 %","95 %","N_id","tie_effect","detect_effect","p-value","se","approach","sim","sr_sigma","sr_rho","dr_sigma","dr_rho","exposure_sigma","exposure_baseline","NG","mean.between.GR","mean.within.GR","z","MOE","ci5","ci95","resid"
-8.21989591344193,-10.6937789906702,-5.74601283621364,50,-1.5,2,0,1.473724558731,"3.SRI permuted",40,"1.9/2.3",0.2,0.9,0.9,1.9,50,1,8,-6,-1.66133476337358,-2.4483498410572,-4.10968460443078,0.787015077683621,0.161334763373578
-8.21989591344193,-10.6937789906702,-5.74601283621364,50,-1.5,2,1.23787876182514e-06,1.473724558731,"3.SRI weigthed",40,"1.9/2.3",0.2,0.9,0.9,1.9,50,1,8,-6,-1.66133476337358,-2.4483498410572,-4.10968460443078,0.787015077683621,0.161334763373578
1.655,1.155,2.155,30,2,1,0,0,"strand",41,"2.3/1.5",0.8,0.9,-0.5,0.7,70,1,7,2,1.655,0,1.655,1.655,0.345
9.78952798106759,7.62709522610673,11.9519607360285,30,2,1,2.17422557460242e-08,1.27117361244976,"2.Rates",41,"2.3/1.5",0.8,0.9,-0.5,0.7,70,1,7,2,2.26354506483712,2.87735875701183,-0.613813692174715,5.14090382184895,-0.263545064837117
9.78952798106759,7.62709522610673,11.9519607360285,30,2,1,0,1.27117361244976,"2.Rates permuted",41,"2.3/1.5",0.8,0.9,-0.5,0.7,70,1,7,2,2.26354506483712,2.87735875701183,-0.613813692174715,5.14090382184895,-0.263545064837117
11.7132341199153,9.41756104352909,14.0089071963014,30,2,1,1.98836974564952e-09,1.34949816627536,"2.Rates weigthed",41,"2.3/1.5",0.8,0.9,-0.5,0.7,70,1,7,2,2.55115465708082,3.44277853161542,-0.891623874534603,5.99393318869624,-0.551154657080818
4.36876089809857,3.17042002699019,5.56710176920694,30,2,1,1.06522914699934e-06,0.704437763707755,"3.SRI",41,"2.3/1.5",0.8,0.9,-0.5,0.7,70,1,7,2,1.82283730924482,1.28407543772748,0.538761871517336,3.1069127469723,0.177162690755184
4.36876089809857,3.17042002699019,5.56710176920694,30,2,1,0,0.704437763707755,"3.SRI permuted",41,"2.3/1.5",0.8,0.9,-0.5,0.7,70,1,7,2,1.82283730924482,1.28407543772748,0.538761871517336,3.1069127469723,0.177162690755184
4.36876089809857,3.17042002699019,5.56710176920694,30,2,1,1.06522914699934e-06,0.704437763707755,"3.SRI weigthed",41,"2.3/1.5",0.8,0.9,-0.5,0.7,70,1,7,2,1.82283730924482,1.28407543772748,0.538761871517336,3.1069127469723,0.177162690755184
-0.629,-1.088,0.075,70,0,-3,0.059,0.059,"strand",42,"2.7/0.5",-0.2,1.7,-0.4,0.7,90,3,4,-2,-0.540842648323302,-0.0319097162510748,-0.572752364574377,-0.508932932072227,0.540842648323302
-5.80896963653493,-9.66592523803452,-1.95201403503535,70,0,-3,0.0144010613624861,2.31291659492976,"2.Rates",42,"2.7/0.5",-0.2,1.7,-0.4,0.7,90,3,4,-2,-0.753051141459395,-1.74174448191224,-2.49479562337163,0.98869334045284,0.753051141459395
-5.80896963653493,-9.66592523803452,-1.95201403503535,70,0,-3,0.013,2.31291659492976,"2.Rates permuted",42,"2.7/0.5",-0.2,1.7,-0.4,0.7,90,3,4,-2,-0.753051141459395,-1.74174448191224,-2.49479562337163,0.98869334045284,0.753051141459395
-6.05434000913867,-11.3117134123446,-0.796966605932732,70,0,-3,0.0590848979173479,3.14849700416178,"2.Rates weigthed",42,"2.7/0.5",-0.2,1.7,-0.4,0.7,90,3,4,-2,-0.575795130458752,-1.81288924326032,-2.38868437371907,1.23709411280157,0.575795130458752
-2.33498144780089,-4.83150704475582,0.161544149154038,70,0,-3,0.12343598984912,1.49510083457884,"3.SRI",42,"2.7/0.5",-0.2,1.7,-0.4,0.7,90,3,4,-2,-0.467646206121203,-0.699178233059439,-1.16682443918064,0.231532026938235,0.467646206121203
-2.33498144780089,-4.83150704475582,0.161544149154038,70,0,-3,4e-04,1.49510083457884,"3.SRI permuted",42,"2.7/0.5",-0.2,1.7,-0.4,0.7,90,3,4,-2,-0.467646206121203,-0.699178233059439,-1.16682443918064,0.231532026938235,0.467646206121203
-2.33498144780089,-4.83150704475582,0.161544149154038,70,0,-3,0.12343598984912,1.49510083457884,"3.SRI weigthed",42,"2.7/0.5",-0.2,1.7,-0.4,0.7,90,3,4,-2,-0.467646206121203,-0.699178233059439,-1.16682443918064,0.231532026938235,0.467646206121203
1.125,0.631,1.523,30,1.5,-2,0,0,"strand",43,"1.9/0.5",-0.4,2.9,0.7,1.9,70,3,9,7,1.26121076233184,0,1.26121076233184,1.26121076233184,0.238789237668161
5.72158220385896,4.52639234693273,6.91677206078519,30,1.5,-2,7.25946084067382e-09,0.702585458209878,"2.Rates",43,"1.9/0.5",-0.4,2.9,0.7,1.9,70,3,9,7,2.39358716554608,1.68169953547048,0.711887630075606,4.07528670101656,-0.893587165546085
5.72158220385896,4.52639234693273,6.91677206078519,30,1.5,-2,0,0.702585458209878,"2.Rates permuted",43,"1.9/0.5",-0.4,2.9,0.7,1.9,70,3,9,7,2.39358716554608,1.68169953547048,0.711887630075606,4.07528670101656,-0.893587165546085
6.05440919997232,4.90687264650507,7.20194575343957,30,1.5,-2,1.81820912911739e-09,0.672798133845363,"2.Rates weigthed",43,"1.9/0.5",-0.4,2.9,0.7,1.9,70,3,9,7,2.63800276412943,1.77484333678519,0.863159427344238,4.41284610091461,-1.13800276412943
4.06202374338153,3.32253294150247,4.80151454526059,30,1.5,-2,8.09192512751126e-10,0.433561815522806,"3.SRI",43,"1.9/0.5",-0.4,2.9,0.7,1.9,70,3,9,7,2.74650051972238,1.19077775166517,1.55572276805722,3.93727827138755,-1.24650051972238
4.06202374338153,3.32253294150247,4.80151454526059,30,1.5,-2,0,0.433561815522806,"3.SRI permuted",43,"1.9/0.5",-0.4,2.9,0.7,1.9,70,3,9,7,2.74650051972238,1.19077775166517,1.55572276805722,3.93727827138755,-1.24650051972238
4.06202374338153,3.32253294150247,4.80151454526059,30,1.5,-2,8.09192512751126e-10,0.433561815522806,"3.SRI weigthed",43,"1.9/0.5",-0.4,2.9,0.7,1.9,70,3,9,7,2.74650051972238,1.19077775166517,1.55572276805722,3.93727827138755,-1.24650051972238
-1.193,-1.461,-0.887,70,-1.5,-4,0,0,"strand",44,"1.5/0.5",0.6,0.7,-0.8,0.7,30,3,3,4,-2.07839721254355,0,-2.07839721254355,-2.07839721254355,0.578397212543554
-26.6072164546259,-30.1177086060757,-23.0967243031761,70,-1.5,-4,1.62338028100295e-19,2.10515141794789,"2.Rates",44,"1.5/0.5",0.6,0.7,-0.8,0.7,30,3,3,4,-3.78967040898203,-7.97783003502369,-11.7675004440057,4.18815962604166,2.28967040898203
-26.6072164546259,-30.1177086060757,-23.0967243031761,70,-1.5,-4,0,2.10515141794789,"2.Rates permuted",44,"1.5/0.5",0.6,0.7,-0.8,0.7,30,3,3,4,-3.78967040898203,-7.97783003502369,-11.7675004440057,4.18815962604166,2.28967040898203
-21.4923322635718,-27.9260355563529,-15.0586289707907,70,-1.5,-4,7.35034430475751e-07,3.84553059068724,"2.Rates weigthed",44,"1.5/0.5",0.6,0.7,-0.8,0.7,30,3,3,4,-1.67029246497014,-6.42316076943706,-8.0934532344072,4.75286830446692,0.170292464970139
-4.23428462563659,-5.96245910459454,-2.50611014667865,70,-1.5,-4,0.000137717311430318,1.03295839463634,"3.SRI",44,"1.5/0.5",0.6,0.7,-0.8,0.7,30,3,3,4,-1.22507439994999,-1.26545088548243,-2.49052528543242,0.0403764855324351,-0.274925600050008
-4.23428462563659,-5.96245910459454,-2.50611014667865,70,-1.5,-4,0,1.03295839463634,"3.SRI permuted",44,"1.5/0.5",0.6,0.7,-0.8,0.7,30,3,3,4,-1.22507439994999,-1.26545088548243,-2.49052528543242,0.0403764855324351,-0.274925600050008
-4.23428462563659,-5.96245910459454,-2.50611014667865,70,-1.5,-4,0.000137717311430318,1.03295839463634,"3.SRI weigthed",44,"1.5/0.5",0.6,0.7,-0.8,0.7,30,3,3,4,-1.22507439994999,-1.26545088548243,-2.49052528543242,0.0403764855324351,-0.274925600050008
-1.002,-1.216,-0.724,70,-1,1,0,0,"strand",45,"1.3/2.7",-0.6,0.7,-0.3,0.9,10,1,1,0,-2.03658536585366,0,-2.03658536585366,-2.03658536585366,1.03658536585366
-11.1342477255987,-14.4323863931312,-7.83610905806607,70,-1,1,3.72660198850689e-07,1.97780852171328,"2.Rates",45,"1.3/2.7",-0.6,0.7,-0.3,0.9,10,1,1,0,-1.68795930795846,-3.33846030358549,-5.02641961154395,1.65050099562703,0.687959307958458
-11.1342477255987,-14.4323863931312,-7.83610905806607,70,-1,1,0,1.97780852171328,"2.Rates permuted",45,"1.3/2.7",-0.6,0.7,-0.3,0.9,10,1,1,0,-1.68795930795846,-3.33846030358549,-5.02641961154395,1.65050099562703,0.687959307958458
-12.6500970905248,-16.0720792130482,-9.22811496800136,70,-1,1,7.25472146387765e-08,2.04660466463188,"2.Rates weigthed",45,"1.3/2.7",-0.6,0.7,-0.3,0.9,10,1,1,0,-1.84835814998302,-3.7828584116656,-5.63121656164862,1.93450026168258,0.848358149983022
-8.63983799056467,-10.9552721510808,-6.32440383004858,70,-1,1,5.82189408598164e-08,1.38480511700212,"3.SRI",45,"1.3/2.7",-0.6,0.7,-0.3,0.9,10,1,1,0,-1.86570582266932,-2.58363897005313,-4.44934479272245,0.717933147383805,0.865705822669325
-8.63983799056467,-10.9552721510808,-6.32440383004858,70,-1,1,0,1.38480511700212,"3.SRI permuted",45,"1.3/2.7",-0.6,0.7,-0.3,0.9,10,1,1,0,-1.86570582266932,-2.58363897005313,-4.44934479272245,0.717933147383805,0.865705822669325
-8.63983799056467,-10.9552721510808,-6.32440383004858,70,-1,1,5.82189408598164e-08,1.38480511700212,"3.SRI weigthed",45,"1.3/2.7",-0.6,0.7,-0.3,0.9,10,1,1,0,-1.86570582266932,-2.58363897005313,-4.44934479272245,0.717933147383805,0.865705822669325
-0.624,-0.854,-0.398,50,-0.5,4,0,0,"strand",46,"0.7/1.7",-0.5,2.5,0.4,0.5,30,7,2,3,-1.36842105263158,0,-1.36842105263158,-1.36842105263158,0.868421052631579
1.51153867565903,-0.305684238430196,3.32876158974825,50,-0.5,4,0.169410778183784,1.08347048551314,"2.Rates",46,"0.7/1.7",-0.5,2.5,0.4,0.5,30,7,2,3,0.415892476354943,0.450607223277552,-0.0347147469226089,0.866499699632496,-0.915892476354943
1.51153867565903,-0.305684238430196,3.32876158974825,50,-0.5,4,0.1808,1.08347048551314,"2.Rates permuted",46,"0.7/1.7",-0.5,2.5,0.4,0.5,30,7,2,3,0.415892476354943,0.450607223277552,-0.0347147469226089,0.866499699632496,-0.915892476354943
-3.23420210751817,-6.25574882857204,-0.212655386464306,50,-0.5,4,0.0791296094837752,1.78834989120474,"2.Rates weigthed",46,"0.7/1.7",-0.5,2.5,0.4,0.5,30,7,2,3,-0.535189822646551,-0.957106661103844,-1.49229648375039,0.421916838457293,0.0351898226465508
-1.71058697521232,-3.39565792535977,-0.0255160250648725,50,-0.5,4,0.0951587921645932,0.997335711995016,"3.SRI",46,"0.7/1.7",-0.5,2.5,0.4,0.5,30,7,2,3,-0.507571201990824,-0.506218886125685,-1.01379008811651,-0.0013523158651394,0.00757120199082395
-1.71058697521232,-3.39565792535977,-0.0255160250648725,50,-0.5,4,0,0.997335711995016,"3.SRI permuted",46,"0.7/1.7",-0.5,2.5,0.4,0.5,30,7,2,3,-0.507571201990824,-0.506218886125685,-1.01379008811651,-0.0013523158651394,0.00757120199082395
-1.71058697521232,-3.39565792535977,-0.0255160250648725,50,-0.5,4,0.0951587921645932,0.997335711995016,"3.SRI weigthed",46,"0.7/1.7",-0.5,2.5,0.4,0.5,30,7,2,3,-0.507571201990824,-0.506218886125685,-1.01379008811651,-0.0013523158651394,0.00757120199082395
-1.92,-2.157,-1.712,30,-2,-2,0,0,"strand",47,"0.7/2.1",-0.6,1.5,-0.7,0.9,90,1,8,7,-4.31460674157303,0,-4.31460674157303,-4.31460674157303,2.31460674157303
-10.6730815898735,-12.4365384816847,-8.90962469806222,30,-2,-2,5.03687654073665e-11,1.036637954369,"2.Rates",47,"0.7/2.1",-0.6,1.5,-0.7,0.9,90,1,8,7,-3.0261815980404,-3.1370547013417,-6.1632362993821,0.110873103301303,1.0261815980404
-10.6730815898735,-12.4365384816847,-8.90962469806222,30,-2,-2,0,1.036637954369,"2.Rates permuted",47,"0.7/2.1",-0.6,1.5,-0.7,0.9,90,1,8,7,-3.0261815980404,-3.1370547013417,-6.1632362993821,0.110873103301303,1.0261815980404
-12.2918448783072,-15.542729746879,-9.0409600097355,30,-2,-2,1.08808055961584e-06,1.90012211054535,"2.Rates weigthed",47,"0.7/2.1",-0.6,1.5,-0.7,0.9,90,1,8,7,-1.89053832652456,-3.59225367506273,-5.48279200158729,1.70171534853817,-0.109461673475439
-5.48285274070691,-6.86501848285433,-4.1006869985595,30,-2,-2,5.0917803230668e-07,0.807867332516911,"3.SRI",47,"0.7/2.1",-0.6,1.5,-0.7,0.9,90,1,8,7,-1.98342809892988,-1.60234676752157,-3.58577486645146,-0.38108133140831,-0.0165719010701175
-5.48285274070691,-6.86501848285433,-4.1006869985595,30,-2,-2,0,0.807867332516911,"3.SRI permuted",47,"0.7/2.1",-0.6,1.5,-0.7,0.9,90,1,8,7,-1.98342809892988,-1.60234676752157,-3.58577486645146,-0.38108133140831,-0.0165719010701175
-5.48285274070691,-6.86501848285433,-4.1006869985595,30,-2,-2,5.0917803230668e-07,0.807867332516911,"3.SRI weigthed",47,"0.7/2.1",-0.6,1.5,-0.7,0.9,90,1,8,7,-1.98342809892988,-1.60234676752157,-3.58577486645146,-0.38108133140831,-0.0165719010701175
-0.804,-1.238,-0.407,30,-1,2,0.003,0.003,"strand",48,"1.7/0.5",-0.9,0.7,-0.1,2.1,10,3,1,1,-0.967509025270758,-0.00290252707581227,-0.970411552346571,-0.964606498194946,-0.0324909747292418
-2.97021566011162,-4.65386039650794,-1.28657092371529,30,-1,2,0.00560262975918114,0.98972083952071,"2.Rates",48,"1.7/0.5",-0.9,0.7,-0.1,2.1,10,3,1,1,-0.882079097776015,-0.873012065174547,-1.75509116295056,-0.00906703260146735,-0.117920902223985
-2.97021566011162,-4.65386039650794,-1.28657092371529,30,-1,2,0.0056,0.98972083952071,"2.Rates permuted",48,"1.7/0.5",-0.9,0.7,-0.1,2.1,10,3,1,1,-0.882079097776015,-0.873012065174547,-1.75509116295056,-0.00906703260146735,-0.117920902223985
-7.34815623786132,-9.45005738928621,-5.24625508643644,30,-1,2,8.1626855979981e-06,1.21558109210567,"2.Rates weigthed",48,"1.7/0.5",-0.9,0.7,-0.1,2.1,10,3,1,1,-1.74797854620327,-2.12480967017105,-3.87278821637432,0.376831123967777,0.747978546203273
-5.84548259146827,-7.40931087656556,-4.28165430637098,30,-1,2,3.40426162630161e-06,0.90440032985168,"3.SRI",48,"1.7/0.5",-0.9,0.7,-0.1,2.1,10,3,1,1,-1.86896561699695,-1.69029312049349,-3.55925873749044,-0.178672496503459,0.868965616996948
-5.84548259146827,-7.40931087656556,-4.28165430637098,30,-1,2,0.0868,0.90440032985168,"3.SRI permuted",48,"1.7/0.5",-0.9,0.7,-0.1,2.1,10,3,1,1,-1.86896561699695,-1.69029312049349,-3.55925873749044,-0.178672496503459,0.868965616996948
-5.84548259146827,-7.40931087656556,-4.28165430637098,30,-1,2,3.40426162630161e-06,0.90440032985168,"3.SRI weigthed",48,"1.7/0.5",-0.9,0.7,-0.1,2.1,10,3,1,1,-1.86896561699695,-1.69029312049349,-3.55925873749044,-0.178672496503459,0.868965616996948
-1.12,-1.569,-0.743,50,-1.5,3,0,0,"strand",49,"1.3/1.7",-0.2,1.9,0.2,1.9,10,3,1,-7,-1.35593220338983,0,-1.35593220338983,-1.35593220338983,-0.144067796610169
-4.02928475539431,-6.64829119445783,-1.41027831633079,50,-1.5,3,0.012983770125016,1.56151243531748,"2.Rates",49,"1.3/1.7",-0.2,1.9,0.2,1.9,10,3,1,-7,-0.769239184619008,-1.20117655251606,-1.97041573713507,0.431937367897053,-0.730760815380992
-4.02928475539431,-6.64829119445783,-1.41027831633079,50,-1.5,3,0.0128,1.56151243531748,"2.Rates permuted",49,"1.3/1.7",-0.2,1.9,0.2,1.9,10,3,1,-7,-0.769239184619008,-1.20117655251606,-1.97041573713507,0.431937367897053,-0.730760815380992
-11.6466463094209,-14.8665153305278,-8.42677728831405,50,-1.5,3,8.41177018042219e-07,1.89904650674064,"2.Rates weigthed",49,"1.3/1.7",-0.2,1.9,0.2,1.9,10,3,1,-7,-1.80855901794062,-3.43453768525442,-5.24309670319503,1.6259786673138,0.308559017940616
-8.05330214158318,-10.1406707947549,-5.96593348841151,50,-1.5,3,2.65476545666941e-07,1.23110912993688,"3.SRI",49,"1.3/1.7",-0.2,1.9,0.2,1.9,10,3,1,-7,-1.929056022123,-2.37487848099534,-4.30393450311834,0.445822458872338,0.429056022123002
-8.05330214158318,-10.1406707947549,-5.96593348841151,50,-1.5,3,0.1092,1.23110912993688,"3.SRI permuted",49,"1.3/1.7",-0.2,1.9,0.2,1.9,10,3,1,-7,-1.929056022123,-2.37487848099534,-4.30393450311834,0.445822458872338,0.429056022123002
-8.05330214158318,-10.1406707947549,-5.96593348841151,50,-1.5,3,2.65476545666941e-07,1.23110912993688,"3.SRI weigthed",49,"1.3/1.7",-0.2,1.9,0.2,1.9,10,3,1,-7,-1.929056022123,-2.37487848099534,-4.30393450311834,0.445822458872338,0.429056022123002
2.003,1.731,2.279,90,2,1,0,0,"strand",50,"1.5/2.3",-0.6,1.5,-0.2,2.5,10,1,6,-3,3.6551094890511,0,3.6551094890511,3.6551094890511,-1.6551094890511
27.1078247396159,23.6791167829706,30.5365326962612,90,2,1,1.81995775630987e-22,2.06256182286493,"2.Rates",50,"1.5/2.3",-0.6,1.5,-0.2,2.5,10,1,6,-3,3.95306702734438,8.15344513382665,-4.20037810648227,12.106512161171,-1.95306702734438
27.1078247396159,23.6791167829706,30.5365326962612,90,2,1,0,2.06256182286493,"2.Rates permuted",50,"1.5/2.3",-0.6,1.5,-0.2,2.5,10,1,6,-3,3.95306702734438,8.15344513382665,-4.20037810648227,12.106512161171,-1.95306702734438
25.81557006579,22.6696569067819,28.9614832247981,90,2,1,1.47487851849948e-20,1.88445487738223,"2.Rates weigthed",50,"1.5/2.3",-0.6,1.5,-0.2,2.5,10,1,6,-3,4.10303284943969,7.73198026518615,-3.62894741574646,11.8350131146258,-2.10303284943969
12.3444199853122,10.7368501929159,13.9519897777084,90,2,1,3.25741971768566e-19,0.962961335197373,"3.SRI",50,"1.5/2.3",-0.6,1.5,-0.2,2.5,10,1,6,-3,3.83946626880551,3.69725756465423,0.142208704151281,7.53672383345974,-1.83946626880551
12.3444199853122,10.7368501929159,13.9519897777084,90,2,1,0,0.962961335197373,"3.SRI permuted",50,"1.5/2.3",-0.6,1.5,-0.2,2.5,10,1,6,-3,3.83946626880551,3.69725756465423,0.142208704151281,7.53672383345974,-1.83946626880551
12.3444199853122,10.7368501929159,13.9519897777084,90,2,1,3.25741971768566e-19,0.962961335197373,"3.SRI weigthed",50,"1.5/2.3",-0.6,1.5,-0.2,2.5,10,1,6,-3,3.83946626880551,3.69725756465423,0.142208704151281,7.53672383345974,-1.83946626880551
0.902,0.589,1.169,50,1,1,0,0,"strand",51,"0.9/1.1",0.7,0.7,-0.9,0.9,10,3,1,7,1.5551724137931,0,1.5551724137931,1.5551724137931,-0.555172413793103
14.5763063575826,11.1007180084834,18.0518947066818,50,1,1,6.51875118281588e-09,2.07222645435861,"2.Rates",51,"0.9/1.1",0.7,0.7,-0.9,0.9,10,3,1,7,2.09695523368877,4.3453661088556,-2.24841087516683,6.44232134254437,-1.09695523368877
14.5763063575826,11.1007180084834,18.0518947066818,50,1,1,0,2.07222645435861,"2.Rates permuted",51,"0.9/1.1",0.7,0.7,-0.9,0.9,10,3,1,7,2.09695523368877,4.3453661088556,-2.24841087516683,6.44232134254437,-1.09695523368877
13.796316961886,10.9654329085329,16.6272010152391,50,1,1,4.16151224423282e-10,1.6811962762342,"2.Rates weigthed",51,"0.9/1.1",0.7,0.7,-0.9,0.9,10,3,1,7,2.43675062310389,4.09665607367364,-1.65990545056975,6.53340669677753,-1.43675062310389
5.49526061902786,3.6379996111038,7.35252162695193,50,1,1,1.25319157176305e-05,1.10298416737292,"3.SRI",51,"0.9/1.1",0.7,0.7,-0.9,0.9,10,3,1,7,1.4793991247278,1.63175381180011,-0.152354687072313,3.11115293652791,-0.479399124727798
5.49526061902786,3.6379996111038,7.35252162695193,50,1,1,0,1.10298416737292,"3.SRI permuted",51,"0.9/1.1",0.7,0.7,-0.9,0.9,10,3,1,7,1.4793991247278,1.63175381180011,-0.152354687072313,3.11115293652791,-0.479399124727798
5.49526061902786,3.6379996111038,7.35252162695193,50,1,1,1.25319157176305e-05,1.10298416737292,"3.SRI weigthed",51,"0.9/1.1",0.7,0.7,-0.9,0.9,10,3,1,7,1.4793991247278,1.63175381180011,-0.152354687072313,3.11115293652791,-0.479399124727798
-0.906,-1.734,0.13,30,-1,-2,0.061,0.061,"strand",52,"2.9/2.1",0.2,1.9,0.6,1.5,70,1,9,4,-0.486051502145923,-0.0296491416309013,-0.515700643776824,-0.456402360515022,-0.513948497854077
-7.39580077448445,-10.2032309029977,-4.58837064597125,30,-1,-2,0.000114299077122918,1.65033159527174,"2.Rates",52,"2.9/2.1",0.2,1.9,0.6,1.5,70,1,9,4,-1.3171834090135,-2.17378939666272,-3.49097280567622,0.856605987649218,0.3171834090135
-7.39580077448445,-10.2032309029977,-4.58837064597125,30,-1,-2,0,1.65033159527174,"2.Rates permuted",52,"2.9/2.1",0.2,1.9,0.6,1.5,70,1,9,4,-1.3171834090135,-2.17378939666272,-3.49097280567622,0.856605987649218,0.3171834090135
-3.71448963281082,-6.6894263005939,-0.739552965027745,30,-1,-2,0.0429452516702006,1.74162266674249,"2.Rates weigthed",52,"2.9/2.1",0.2,1.9,0.6,1.5,70,1,9,4,-0.624297262028583,-1.08729026233426,-1.71158752436284,0.462993000305672,-0.375702737971417
-1.58916522654836,-3.18572262015868,0.00739216706195722,30,-1,-2,0.101496981599648,0.934675543039089,"3.SRI",52,"2.9/2.1",0.2,1.9,0.6,1.5,70,1,9,4,-0.49768496670037,-0.465173966513059,-0.962858933213429,-0.032511000187311,-0.50231503329963
-1.58916522654836,-3.18572262015868,0.00739216706195722,30,-1,-2,2e-04,0.934675543039089,"3.SRI permuted",52,"2.9/2.1",0.2,1.9,0.6,1.5,70,1,9,4,-0.49768496670037,-0.465173966513059,-0.962858933213429,-0.032511000187311,-0.50231503329963
-1.58916522654836,-3.18572262015868,0.00739216706195722,30,-1,-2,0.101496981599648,0.934675543039089,"3.SRI weigthed",52,"2.9/2.1",0.2,1.9,0.6,1.5,70,1,9,4,-0.49768496670037,-0.465173966513059,-0.962858933213429,-0.032511000187311,-0.50231503329963
1.399,1.133,1.695,50,1.5,-3,0,0,"strand",53,"1.1/2.5",-0.7,2.1,-0.8,0.5,70,7,8,-6,2.48932384341637,0,2.48932384341637,2.48932384341637,-0.98932384341637
9.84434656494853,7.20503794979914,12.4836551800979,50,1.5,-3,1.01820034457332e-07,1.57361706398476,"2.Rates",53,"1.1/2.5",-0.7,2.1,-0.8,0.5,70,7,8,-6,1.86494798456742,2.93471397195928,-1.06976598739186,4.79966195652669,-0.364947984567418
9.84434656494853,7.20503794979914,12.4836551800979,50,1.5,-3,0,1.57361706398476,"2.Rates permuted",53,"1.1/2.5",-0.7,2.1,-0.8,0.5,70,7,8,-6,1.86494798456742,2.93471397195928,-1.06976598739186,4.79966195652669,-0.364947984567418
11.191415721257,7.09199186689758,15.2908395756163,50,1.5,-3,3.8370169985433e-05,2.43857908328887,"2.Rates weigthed",53,"1.1/2.5",-0.7,2.1,-0.8,0.5,70,7,8,-6,1.36499860942116,3.32865705765284,-1.96365844823168,4.693655667074,0.13500139057884
7.76083631808717,5.27719001299699,10.2444826231774,50,1.5,-3,4.40355998421294e-06,1.47741930209046,"3.SRI",53,"1.1/2.5",-0.7,2.1,-0.8,0.5,70,7,8,-6,1.56238758759278,2.30830157925613,-0.745913991663346,3.87068916684891,-0.0623875875927831
7.76083631808717,5.27719001299699,10.2444826231774,50,1.5,-3,0,1.47741930209046,"3.SRI permuted",53,"1.1/2.5",-0.7,2.1,-0.8,0.5,70,7,8,-6,1.56238758759278,2.30830157925613,-0.745913991663346,3.87068916684891,-0.0623875875927831
7.76083631808717,5.27719001299699,10.2444826231774,50,1.5,-3,4.40355998421294e-06,1.47741930209046,"3.SRI weigthed",53,"1.1/2.5",-0.7,2.1,-0.8,0.5,70,7,8,-6,1.56238758759278,2.30830157925613,-0.745913991663346,3.87068916684891,-0.0623875875927831
-1.54,-1.725,-1.355,90,-1.5,4,0,0,"strand",54,"1.1/0.9",0,1.9,-0.5,2.5,90,1,7,0,-4.16216216216216,0,-4.16216216216216,-4.16216216216216,2.66216216216216
-12.8654769809054,-16.4666164027641,-9.2643375590467,90,-1.5,4,5.60030488389136e-08,2.16628910489269,"2.Rates",54,"1.1/0.9",0,1.9,-0.5,2.5,90,1,7,0,-1.78630642607347,-3.86965614880275,-5.65596257487622,2.08334972272928,0.286306426073468
-12.8654769809054,-16.4666164027641,-9.2643375590467,90,-1.5,4,0,2.16628910489269,"2.Rates permuted",54,"1.1/0.9",0,1.9,-0.5,2.5,90,1,7,0,-1.78630642607347,-3.86965614880275,-5.65596257487622,2.08334972272928,0.286306426073468
-31.4281343065329,-35.5642946149194,-27.2919739981464,90,-1.5,4,5.27288508373285e-19,2.47762956979754,"2.Rates weigthed",54,"1.1/0.9",0,1.9,-0.5,2.5,90,1,7,0,-3.79919199974056,-9.41299043989546,-13.212182439636,5.6137984401549,2.29919199974056
-18.8146702272753,-21.3510012209609,-16.2783392335897,90,-1.5,4,1.56287532731086e-18,1.51930491088745,"3.SRI",54,"1.1/0.9",0,1.9,-0.5,2.5,90,1,7,0,-3.70903290503408,-5.63515190726145,-9.34418481229553,1.92611900222736,2.20903290503408
-18.8146702272753,-21.3510012209609,-16.2783392335897,90,-1.5,4,0,1.51930491088745,"3.SRI permuted",54,"1.1/0.9",0,1.9,-0.5,2.5,90,1,7,0,-3.70903290503408,-5.63515190726145,-9.34418481229553,1.92611900222736,2.20903290503408
-18.8146702272753,-21.3510012209609,-16.2783392335897,90,-1.5,4,1.56287532731086e-18,1.51930491088745,"3.SRI weigthed",54,"1.1/0.9",0,1.9,-0.5,2.5,90,1,7,0,-3.70903290503408,-5.63515190726145,-9.34418481229553,1.92611900222736,2.20903290503408
-0.53,-0.996,-0.18,70,-1,-4,0.006,0.006,"strand",55,"2.3/2.9",-0.8,1.1,0,0.7,50,1,9,-1,-0.649509803921569,-0.00389705882352941,-0.653406862745098,-0.645612745098039,-0.350490196078431
-15.779406810954,-17.7618876277355,-13.7969259941724,70,-1,-4,1.50090088886025e-20,1.18884251052338,"2.Rates",55,"2.3/2.9",-0.8,1.1,0,0.7,50,1,9,-1,-3.97971235771425,-4.73125123050592,-8.71096358822017,0.751538872791676,2.97971235771425
-15.779406810954,-17.7618876277355,-13.7969259941724,70,-1,-4,0,1.18884251052338,"2.Rates permuted",55,"2.3/2.9",-0.8,1.1,0,0.7,50,1,9,-1,-3.97971235771425,-4.73125123050592,-8.71096358822017,0.751538872791676,2.97971235771425
-13.6832589417437,-16.7375028258657,-10.6290150576216,70,-1,-4,6.40959056937822e-10,1.82499278786823,"2.Rates weigthed",55,"2.3/2.9",-0.8,1.1,0,0.7,50,1,9,-1,-2.24004032763691,-4.08805744247136,-6.32809777010827,1.84801711483445,1.24004032763691
