"scale(hair)","5 %","95 %","N_id","tie_effect","detect_effect","p-value","se","approach","sim","sr_sigma","sr_rho","dr_sigma","dr_rho","exposure_sigma","exposure_baseline","NG","mean.between.GR","mean.within.GR","prediction_correlation","z","MOE","ci5","ci95","resid"
-0.256,-1.011,0.464,50,0.21,0.1008,0.299,0.0146337094007969,"strand",1,"1.7/0.8",0.5,1.2,0.8,1,40,1,2,9,0.0196367867477897,-0.173559322033898,-0.00253981668244339,-0.176099138716342,-0.171019505351455,0.383559322033898
0.159273345872422,-0.296938831761299,0.615485523506142,50,0.21,0.1008,0.560918013331421,0.272004290593897,"2.Rates",1,"1.7/0.8",0.5,1.2,0.8,1,40,1,2,9,0.0842172615105421,0.174560603246652,0.0474812330517482,0.127079370194903,0.2220418362984,0.0354393967533485
0.159273345872422,-0.296938831761299,0.615485523506142,50,0.21,0.1008,0.5546,0.272004290593897,"2.Rates permuted",1,"1.7/0.8",0.5,1.2,0.8,1,40,1,2,9,0.0842172615105421,0.174560603246652,0.0474812330517482,0.127079370194903,0.2220418362984,0.0354393967533485
-0.161145674169482,-0.48835073501654,0.166059386677575,50,0.21,0.1008,0.412880578509251,0.195087252856923,"2.Rates weigthed",1,"1.7/0.8",0.5,1.2,0.8,1,40,1,2,9,-0.0842172615103564,-0.246245693376981,-0.0480393958487634,-0.294285089225745,-0.198206297528218,0.456245693376981
-0.161145674169482,-0.48835073501654,0.166059386677575,50,0.21,0.1008,0.4034,0.195087252856923,"2.Rates weigthed permuted",1,"1.7/0.8",0.5,1.2,0.8,1,40,1,2,9,-0.0842172615103564,-0.246245693376981,-0.0480393958487634,-0.294285089225745,-0.198206297528218,0.456245693376981
0.000760168746929636,-0.000645157957709348,0.00216549545156862,50,0.21,0.1008,0.368810364225548,0.000837888403879669,"3.SRI",1,"1.7/0.8",0.5,1.2,0.8,1,40,1,2,9,0.167223512471131,0.270459795725904,0.000226615126554399,0.27023318059935,0.270686410852459,-0.0604597957259043
0.000760168746929636,-0.000645157957709348,0.00216549545156862,50,0.21,0.1008,0.2504,0.000837888403879669,"3.SRI permuted",1,"1.7/0.8",0.5,1.2,0.8,1,40,1,2,9,0.167223512471131,0.270459795725904,0.000226615126554399,0.27023318059935,0.270686410852459,-0.0604597957259043
0.000760168746929636,-0.000645157957709348,0.00216549545156862,50,0.21,0.1008,0.368810364225548,0.000837888403879669,"3.SRI weigthed",1,"1.7/0.8",0.5,1.2,0.8,1,40,1,2,9,0.167223512471131,0.270459795725904,0.000226615126554399,0.27023318059935,0.270686410852459,-0.0604597957259043
0.000760168746929636,-0.000645157957709348,0.00216549545156862,50,0.21,0.1008,0.334,0.000837888403879669,"3.SRI weigthed permuted",1,"1.7/0.8",0.5,1.2,0.8,1,40,1,2,9,0.167223512471131,0.270459795725904,0.000226615126554399,0.27023318059935,0.270686410852459,-0.0604597957259043
-0.463,-1.019,0.104,30,-0.24,-0.0624,0.093,0.0107035019513279,"strand",2,"1.7/0.8",0.5,1.2,0.8,1,40,3,3,4,0.930813405827854,-0.412288512911843,-0.00441293090246199,-0.416701443814305,-0.407875582009381,0.172288512911843
-1.54292905998916,-2.67402353228139,-0.411834587696938,30,-0.24,-0.0624,0.0278192723431941,0.664907356340746,"2.Rates",2,"1.7/0.8",0.5,1.2,0.8,1,40,3,3,4,0.40161546356297,-0.682051366081885,-0.453500970710101,-1.13555233679199,-0.228550395371784,0.442051366081885
-1.54292905998916,-2.67402353228139,-0.411834587696938,30,-0.24,-0.0624,0.025,0.664907356340746,"2.Rates permuted",2,"1.7/0.8",0.5,1.2,0.8,1,40,3,3,4,0.40161546356297,-0.682051366081885,-0.453500970710101,-1.13555233679199,-0.228550395371784,0.442051366081885
-1.26470044196284,-2.14005841017141,-0.389342473754271,30,-0.24,-0.0624,0.0205412408745755,0.513922330892965,"2.Rates weigthed",2,"1.7/0.8",0.5,1.2,0.8,1,40,3,3,4,0.401615463562947,-0.722390432197164,-0.371252574729543,-1.09364300692671,-0.351137857467621,0.482390432197164
-1.26470044196284,-2.14005841017141,-0.389342473754271,30,-0.24,-0.0624,0.0124,0.513922330892965,"2.Rates weigthed permuted",2,"1.7/0.8",0.5,1.2,0.8,1,40,3,3,4,0.401615463562947,-0.722390432197164,-0.371252574729543,-1.09364300692671,-0.351137857467621,0.482390432197164
-0.0493876429442957,-0.231467861102125,0.132692575213533,30,-0.24,-0.0624,0.647781162444724,0.106899226971879,"3.SRI",2,"1.7/0.8",0.5,1.2,0.8,1,40,3,3,4,0.136006914409461,-0.135620561761097,-0.0144977332137533,-0.15011829497485,-0.121122828547344,-0.104379438238903
-0.0493876429442957,-0.231467861102125,0.132692575213533,30,-0.24,-0.0624,0.4678,0.106899226971879,"3.SRI permuted",2,"1.7/0.8",0.5,1.2,0.8,1,40,3,3,4,0.136006914409461,-0.135620561761097,-0.0144977332137533,-0.15011829497485,-0.121122828547344,-0.104379438238903
-0.0493876429442957,-0.231467861102125,0.132692575213533,30,-0.24,-0.0624,0.647781162444724,0.106899226971879,"3.SRI weigthed",2,"1.7/0.8",0.5,1.2,0.8,1,40,3,3,4,0.136006914409461,-0.135620561761097,-0.0144977332137533,-0.15011829497485,-0.121122828547344,-0.104379438238903
-0.0493876429442957,-0.231467861102125,0.132692575213533,30,-0.24,-0.0624,0.6552,0.106899226971879,"3.SRI weigthed permuted",2,"1.7/0.8",0.5,1.2,0.8,1,40,3,3,4,0.136006914409461,-0.135620561761097,-0.0144977332137533,-0.15011829497485,-0.121122828547344,-0.104379438238903
