"scale(hair)","5 %","95 %","N_id","tie_effect","detect_effect","p-value","se","approach","sim","sr_sigma","sr_rho","dr_sigma","dr_rho","exposure_sigma","exposure_baseline","NG","mean.between.GR","mean.within.GR","prediction_correlation","z","MOE","ci5","ci95","resid"
0.101,-0.095,0.296,80,-0.02,-0.002,0.223,0.00379934191882398,"strand",1,"1/1",0.5,0.5,0.5,2.9,40,1,9,-3,0.0353882431795488,0.258312020460358,0.000981415687471156,0.257330604772887,0.259293436147829,-0.278312020460358
-0.153059562539098,-2.38033838952361,2.07421926444542,80,-0.02,-0.002,0.909219642127587,1.33800663971587,"2.Rates",1,"1/1",0.5,0.5,0.5,2.9,40,1,9,-3,0.0129514523019392,-0.0343602158572851,-0.0459741969591179,-0.0803344128164031,0.0116139811018328,0.0143602158572851
-0.153059562539098,-2.38033838952361,2.07421926444542,80,-0.02,-0.002,0.9156,1.33800663971587,"2.Rates permuted",1,"1/1",0.5,0.5,0.5,2.9,40,1,9,-3,0.0129514523019392,-0.0343602158572851,-0.0459741969591179,-0.0803344128164031,0.0116139811018328,0.0143602158572851
-0.019309054565095,-0.799522836025446,0.760904726895256,80,-0.02,-0.002,0.967196811518093,0.467777590768033,"2.Rates weigthed",1,"1/1",0.5,0.5,0.5,2.9,40,1,9,-3,0.0129514523014241,-0.0123742075722846,-0.00578837700582685,-0.0181625845781115,-0.00658583056645776,-0.00762579242771538
-0.019309054565095,-0.799522836025446,0.760904726895256,80,-0.02,-0.002,0.9558,0.467777590768033,"2.Rates weigthed permuted",1,"1/1",0.5,0.5,0.5,2.9,40,1,9,-3,0.0129514523014241,-0.0123742075722846,-0.00578837700582685,-0.0181625845781115,-0.00658583056645776,-0.00762579242771538
-0.0278605248514935,-0.0548708375137619,-0.00085021218922508,80,-0.02,-0.002,0.0899723764126544,0.0161940474306904,"3.SRI",1,"1/1",0.5,0.5,0.5,2.9,40,1,9,-3,0.0525272683847174,-0.515738658782961,-0.0083518963021719,-0.524090555085133,-0.507386762480789,0.495738658782961
-0.0278605248514935,-0.0548708375137619,-0.00085021218922508,80,-0.02,-0.002,0.6434,0.0161940474306904,"3.SRI permuted",1,"1/1",0.5,0.5,0.5,2.9,40,1,9,-3,0.0525272683847174,-0.515738658782961,-0.0083518963021719,-0.524090555085133,-0.507386762480789,0.495738658782961
-0.0278605248514935,-0.0548708375137619,-0.00085021218922508,80,-0.02,-0.002,0.0899723764126544,0.0161940474306904,"3.SRI weigthed",1,"1/1",0.5,0.5,0.5,2.9,40,1,9,-3,0.0525272683847174,-0.515738658782961,-0.0083518963021719,-0.524090555085133,-0.507386762480789,0.495738658782961
-0.0278605248514935,-0.0548708375137619,-0.00085021218922508,80,-0.02,-0.002,0.1056,0.0161940474306904,"3.SRI weigthed permuted",1,"1/1",0.5,0.5,0.5,2.9,40,1,9,-3,0.0525272683847174,-0.515738658782961,-0.0083518963021719,-0.524090555085133,-0.507386762480789,0.495738658782961
-0.038,-0.241,0.178,70,0.07,0.0182,0.384,0.00406210029008237,"strand",2,"1/1",0.5,0.5,0.5,2.9,40,1,7,-9,0.989302296127193,-0.0906921241050119,-0.000368400503635155,-0.0910605246086471,-0.0903237236013768,0.160692124105012
-0.0752339267130196,-0.659395230288719,0.50892737686268,70,0.07,0.0182,0.830592512356864,0.350306436670084,"2.Rates",2,"1/1",0.5,0.5,0.5,2.9,40,1,7,-9,0.0260353796427494,-0.0643948223311837,-0.0225579207508401,-0.0869527430820238,-0.0418369015803436,0.134394822331184
-0.0752339267130196,-0.659395230288719,0.50892737686268,70,0.07,0.0182,0.8194,0.350306436670084,"2.Rates permuted",2,"1/1",0.5,0.5,0.5,2.9,40,1,7,-9,0.0260353796427494,-0.0643948223311837,-0.0225579207508401,-0.0869527430820238,-0.0418369015803436,0.134394822331184
0.0795841430798489,-0.488265335094974,0.647433621254672,70,0.07,0.0182,0.815601751345183,0.339713762514366,"2.Rates weigthed",2,"1/1",0.5,0.5,0.5,2.9,40,1,7,-9,-0.0260353796427507,0.0700750340879485,0.0238054534883394,0.046269580599609,0.0938804875762879,-7.50340879484834e-05
0.0795841430798489,-0.488265335094974,0.647433621254672,70,0.07,0.0182,0.8892,0.339713762514366,"2.Rates weigthed permuted",2,"1/1",0.5,0.5,0.5,2.9,40,1,7,-9,-0.0260353796427507,0.0700750340879485,0.0238054534883394,0.046269580599609,0.0938804875762879,-7.50340879484834e-05
0.0632279136611495,-0.555041898678542,0.681497726000841,70,0.07,0.0182,0.864863679272818,0.369877533169635,"3.SRI",2,"1/1",0.5,0.5,0.5,2.9,40,1,7,-9,-0.0304057949649153,0.0511329458427534,0.0189129278720142,0.0322200179707393,0.0700458737147676,0.0188670541572466
0.0632279136611495,-0.555041898678542,0.681497726000841,70,0.07,0.0182,0.8076,0.369877533169635,"3.SRI permuted",2,"1/1",0.5,0.5,0.5,2.9,40,1,7,-9,-0.0304057949649153,0.0511329458427534,0.0189129278720142,0.0322200179707393,0.0700458737147676,0.0188670541572466
0.0632279136611495,-0.555041898678542,0.681497726000841,70,0.07,0.0182,0.864863679272818,0.369877533169635,"3.SRI weigthed",2,"1/1",0.5,0.5,0.5,2.9,40,1,7,-9,-0.0304057949649153,0.0511329458427534,0.0189129278720142,0.0322200179707393,0.0700458737147676,0.0188670541572466
