"","scale(hair)","5 %","95 %","N_id","tie_effect","detect_effect","p-value","se","approach","sim","sr_sigma","sr_rho","dr_sigma","dr_rho","exposure_sigma","exposure_baseline","NG","mean.between.GR","mean.within.GR","z","MOE","ci5","ci95","resid"
"103",25.2433411947052,23.8947511190958,26.5919312703147,50,3,-2,3.40141491062586e-33,0.803724059111354,"Rates weighted",21,"0.5/2.1",0,1.5,-0.4,1.9,70,1,3,5,9.35916022639356,7.52218224703057,1.83697797936299,16.8813424734241,-6.35916022639356
"104",13.0786433554719,12.2963451294675,13.8609415814763,50,3,-2,5.29192122636227e-31,0.466229076582616,"3.SRI",21,"0.5/2.1",0,1.5,-0.4,1.9,70,1,3,5,8.35911607666014,3.89726296946816,4.46185310719198,12.2563790461283,-5.35911607666014
"105",13.0786433554719,12.2963451294675,13.8609415814763,50,3,-2,5.29192122636227e-31,0.466229076582616,"SRI weighted",21,"0.5/2.1",0,1.5,-0.4,1.9,70,1,3,5,8.35911607666014,3.89726296946816,4.46185310719198,12.2563790461283,-5.35911607666014
"106",-5.29,-7.418,-2.7,30,-4,3,0.001,0.001,"1.Bayesian",22,"2.1/1.5",0.1,2.7,-0.5,0.7,70,3,4,6,-1.12123781263247,-0.00112123781263247,-1.1223590504451,-1.12011657481984,-2.87876218736753
"107",-15.4917818464657,-16.5588981940455,-14.4246654988859,30,-4,3,1.50417345256649e-20,0.627298185039631,"2.Rates",22,"2.1/1.5",0.1,2.7,-0.5,0.7,70,3,4,6,-7.25871264253468,-4.55337726638623,-11.8120899089209,-2.70533537614846,3.25871264253468
"108",-14.9041474598513,-16.1550699070132,-13.6532250126895,30,-4,3,2.85969361975105e-18,0.735347539665822,"Rates weighted",22,"2.1/1.5",0.1,2.7,-0.5,0.7,70,3,4,6,-5.95726277582846,-4.38065852534824,-10.3379213011767,-1.57660425048022,1.95726277582846
"109",-6.64030169864102,-7.42999732407806,-5.85060607320397,30,-4,3,2.1268180069404e-14,0.464218014927707,"3.SRI",22,"2.1/1.5",0.1,2.7,-0.5,0.7,70,3,4,6,-4.20434246103746,-1.95173151133908,-6.15607397237654,-2.25261094969838,0.204342461037463
"110",-6.64030169864102,-7.42999732407806,-5.85060607320397,30,-4,3,2.1268180069404e-14,0.464218014927707,"SRI weighted",22,"2.1/1.5",0.1,2.7,-0.5,0.7,70,3,4,6,-4.20434246103746,-1.95173151133908,-6.15607397237654,-2.25261094969838,0.204342461037463
"111",3.742,3.545,3.993,90,2,-3,0,0,"1.Bayesian",23,"1.1/1.7",0.5,1.5,0.9,2.9,70,3,9,3,8.35267857142857,0,8.35267857142857,8.35267857142857,-6.35267857142857
"112",41.7128514048686,38.6435416293329,44.7821611804044,90,2,-3,2.14775588119496e-38,1.84636348315886,"2.Rates",23,"1.1/1.7",0.5,1.5,0.9,2.9,70,3,9,3,6.79515175322886,12.5463200596847,-5.75116830645584,19.3414718129135,-4.79515175322886
"113",45.9317440524242,42.8449544332292,49.0185336716191,90,2,-3,2.91673286129307e-39,1.85490296754763,"Rates weighted",23,"1.1/1.7",0.5,1.5,0.9,2.9,70,3,9,3,7.44005094594101,13.8005725783315,-6.36052163239051,21.2406235242725,-5.44005094594101
"114",23.9116487118517,22.2740625603384,25.549234863365,90,2,-3,1.10887902384935e-38,0.984052619967392,"3.SRI",23,"1.1/1.7",0.5,1.5,0.9,2.9,70,3,9,3,7.30088267104449,7.18445272051586,0.116429950528628,14.4853353915604,-5.30088267104449
"115",23.9116487118517,22.2740625603384,25.549234863365,90,2,-3,1.10887902384935e-38,0.984052619967392,"SRI weighted",23,"1.1/1.7",0.5,1.5,0.9,2.9,70,3,9,3,7.30088267104449,7.18445272051586,0.116429950528628,14.4853353915604,-5.30088267104449
"116",-5.004,-5.594,-4.283,50,-3,-4,0,0,"1.Bayesian",24,"2.7/1.5",0.1,1.1,0.6,1.1,10,1,7,-7,-3.81693363844394,0,-3.81693363844394,-3.81693363844394,0.816933638443936
"117",-22.4766088967604,-24.4841597698019,-20.4690580237189,50,-3,-4,9.32658893388348e-24,1.19694843282161,"2.Rates",24,"2.7/1.5",0.1,1.1,0.6,1.1,10,1,7,-7,-5.59801726536262,-6.70053799268411,-12.2985552580467,1.10252072732149,2.59801726536262
"118",-19.118433465624,-20.9001567089185,-17.3367102223296,50,-3,-4,2.86979914310125e-20,1.05680389677802,"Rates weighted",24,"2.7/1.5",0.1,1.1,0.6,1.1,10,1,7,-7,-5.36515239882967,-5.66991396189115,-11.0350663607208,0.30476156306148,2.36515239882967
"119",-9.15594430511401,-10.2267023153498,-8.08518629487821,50,-3,-4,5.46263451203464e-17,0.635104942354081,"3.SRI",24,"2.7/1.5",0.1,1.1,0.6,1.1,10,1,7,-7,-4.2754498297415,-2.71535931765574,-6.99080914739725,-1.56009051208576,1.2754498297415
"120",-9.15594430511401,-10.2267023153498,-8.08518629487821,50,-3,-4,5.46263451203464e-17,0.635104942354081,"SRI weighted",24,"2.7/1.5",0.1,1.1,0.6,1.1,10,1,7,-7,-4.2754498297415,-2.71535931765574,-6.99080914739725,-1.56009051208576,1.2754498297415
"121",0.261,-0.413,1.034,30,0,2,0.261,0.261,"1.Bayesian",25,"1.7/1.1",0.4,2.5,0.2,2.5,70,1,7,-3,0.180373185901866,0.047077401520387,0.133295784381479,0.227450587422253,-0.180373185901866
"122",0.0244368988683323,-3.227689353622,3.27656315135867,30,0,2,0.989891948577236,1.91174364476165,"2.Rates",25,"1.7/1.1",0.4,2.5,0.2,2.5,70,1,7,-3,0.00375706491247375,0.00718254496937865,-0.00342548005690491,0.0109396098818524,-0.00375706491247375
"123",0.532341186822514,-2.90389900769984,3.96858138134487,30,0,2,0.79406527113084,2.01997396279502,"Rates weighted",25,"1.7/1.1",0.4,2.5,0.2,2.5,70,1,7,-3,0.0774598335225676,0.156466846878024,-0.0790070133554561,0.233926680400591,-0.0774598335225676
"124",0.236423496697219,-1.49842778377225,1.97127477716668,30,0,2,0.818357476494622,1.01982231086644,"3.SRI",25,"1.7/1.1",0.4,2.5,0.2,2.5,70,1,7,-3,0.0681394132623405,0.0694900938942832,-0.00135068063194277,0.137629507156624,-0.0681394132623405
"125",0.236423496697219,-1.49842778377225,1.97127477716668,30,0,2,0.818357476494622,1.01982231086644,"SRI weighted",25,"1.7/1.1",0.4,2.5,0.2,2.5,70,1,7,-3,0.0681394132623405,0.0694900938942832,-0.00135068063194277,0.137629507156624,-0.0681394132623405
"126",4.126,3.88,4.428,90,2,-4,0,0,"1.Bayesian",26,"1.5/2.3",0,2.9,-0.3,0.5,30,1,2,-9,7.52919708029197,0,7.52919708029197,7.52919708029197,-5.52919708029197
"127",31.9271877461876,29.5432038802213,34.3111716121538,90,2,-4,6.45846406658635e-38,1.4341011746824,"2.Rates",26,"1.5/2.3",0,2.9,-0.3,0.5,30,1,2,-9,6.69618368689065,9.60300489125899,-2.90682120436834,16.2991885781496,-4.69618368689065
"128",36.2608793736227,33.3334188829113,39.188339864334,90,2,-4,3.58791460031838e-34,1.75966214440806,"Rates weighted",26,"1.5/2.3",0,2.9,-0.3,0.5,30,1,2,-9,6.19323121331208,10.8979945176317,-4.70476330431962,17.0912257309438,-4.19323121331208
"129",22.4267197442079,20.6963012306924,24.1571382577234,90,2,-4,1.55045034877472e-35,1.04013426035212,"3.SRI",26,"1.5/2.3",0,2.9,-0.3,0.5,30,1,2,-9,6.48014326275499,6.74021901958147,-0.260075756826471,13.2203622823365,-4.48014326275499
"130",22.4267197442079,20.6963012306924,24.1571382577234,90,2,-4,1.55045034877472e-35,1.04013426035212,"SRI weighted",26,"1.5/2.3",0,2.9,-0.3,0.5,30,1,2,-9,6.48014326275499,6.74021901958147,-0.260075756826471,13.2203622823365,-4.48014326275499
"131",-6.109,-6.25,-5.975,90,-3,-4,0,0,"1.Bayesian",27,"0.5/2.1",0.1,0.9,-0.5,2.7,70,7,5,-3,-22.2145454545454,0,-22.2145454545454,-22.2145454545454,19.2145454545454
"132",-48.0003588977819,-50.3025160765035,-45.6982017190603,90,-3,-4,4.410899290361e-53,1.38487779277398,"2.Rates",27,"0.5/2.1",0.1,0.9,-0.5,2.7,70,7,5,-3,-10.425082905164,-14.4374658031893,-24.8625487083533,4.01238289802525,7.42508290516401
"133",-47.4828063764144,-50.1424984413523,-44.8231143114765,90,-3,-4,2.59879754597962e-45,1.59848415161738,"Rates weighted",27,"0.5/2.1",0.1,0.9,-0.5,2.7,70,7,5,-3,-8.92637290654234,-14.2686656225347,-23.195038529077,5.34229271599235,5.92637290654234
"134",-21.958932448346,-23.4478656009809,-20.4699992957112,90,-3,-4,2.93984840069604e-39,0.894853986549783,"3.SRI",27,"0.5/2.1",0.1,0.9,-0.5,2.7,70,7,5,-3,-7.37404913359848,-6.59869726421457,-13.9727463978131,-0.775351869383909,4.37404913359848
"135",-21.958932448346,-23.4478656009809,-20.4699992957112,90,-3,-4,2.93984840069604e-39,0.894853986549783,"SRI weighted",27,"0.5/2.1",0.1,0.9,-0.5,2.7,70,7,5,-3,-7.37404913359848,-6.59869726421457,-13.9727463978131,-0.775351869383909,4.37404913359848
"136",-7.56,-7.813,-7.287,70,-4,-3,0,0,"1.Bayesian",28,"1.1/0.7",0.7,1.7,0.5,1.3,70,3,5,-8,-14.3726235741445,0,-14.3726235741445,-14.3726235741445,10.3726235741445
"137",-35.0992638749601,-36.4534223644535,-33.7451053854666,70,-4,-3,3.47155798479013e-51,0.812053849231922,"2.Rates",28,"1.1/0.7",0.7,1.7,0.5,1.3,70,3,5,-8,-12.9598064581386,-10.5240607196322,-23.4838671777707,-2.43574573850642,8.95980645813858
"138",-34.3519253556389,-35.6523851832273,-33.0514655280505,70,-4,-3,1.12607227023106e-50,0.779525752267145,"Rates weighted",28,"1.1/0.7",0.7,1.7,0.5,1.3,70,3,5,-8,-13.2076072735527,-10.2956699955651,-23.5032772691178,-2.91193727798751,9.20760727355265
"139",-16.6431343238621,-17.4211968831691,-15.8650717645552,70,-4,-3,7.20747977651454e-45,0.466388725732026,"3.SRI",28,"1.1/0.7",0.7,1.7,0.5,1.3,70,3,5,-8,-10.6952417416712,-4.988140167294,-15.6833819089652,-5.70710157437719,6.69524174167119
"140",-16.6431343238621,-17.4211968831691,-15.8650717645552,70,-4,-3,7.20747977651454e-45,0.466388725732026,"SRI weighted",28,"1.1/0.7",0.7,1.7,0.5,1.3,70,3,5,-8,-10.6952417416712,-4.988140167294,-15.6833819089652,-5.70710157437719,6.69524174167119
"141",-5.3,-5.575,-4.982,50,-3,3,0,0,"1.Bayesian",29,"0.7/1.3",-0.5,2.1,-0.5,1.3,10,1,5,-7,-8.93760539629005,0,-8.93760539629005,-8.93760539629005,5.93760539629005
"142",-20.4718359055629,-21.5630322187039,-19.3806395924218,50,-3,3,1.06835381613346e-33,0.650596572397749,"2.Rates",29,"0.7/1.3",-0.5,2.1,-0.5,1.3,10,1,5,-7,-9.38045503775284,-6.10289189509319,-15.483346932846,-3.27756314265965,6.38045503775284
"143",-20.219176225756,-21.6520065945884,-18.7863458569236,50,-3,3,1.98855325335849e-24,0.849863031704143,"Rates weighted",29,"0.7/1.3",-0.5,2.1,-0.5,1.3,10,1,5,-7,-7.055676884568,-5.9963589478438,-13.0520358324118,-1.05931793672419,4.055676884568
"144",-9.396797898449,-10.2803434571976,-8.5132523397004,50,-3,3,3.88660906782938e-20,0.524062529340931,"3.SRI",29,"0.7/1.3",-0.5,2.1,-0.5,1.3,10,1,5,-7,-5.3176646101634,-2.78678876578899,-8.10445337595239,-2.53087584437441,2.3176646101634
"145",-9.396797898449,-10.2803434571976,-8.5132523397004,50,-3,3,3.88660906782938e-20,0.524062529340931,"SRI weighted",29,"0.7/1.3",-0.5,2.1,-0.5,1.3,10,1,5,-7,-5.3176646101634,-2.78678876578899,-8.10445337595239,-2.53087584437441,2.3176646101634
"146",5.152,4.381,5.893,30,3,0,0,0,"1.Bayesian",30,"1.3/1.5",0.2,1.9,-0.5,0.9,50,3,6,2,3.40740740740741,0,3.40740740740741,3.40740740740741,-0.407407407407408
"147",15.0906935274148,13.8031912990028,16.3781957558269,30,3,0,4.39615583795528e-18,0.756850752918469,"2.Rates",30,"1.3/1.5",0.2,1.9,-0.5,0.9,50,3,6,2,5.86045336248731,4.4354885398421,1.42496482264521,10.2959419023294,-2.86045336248731
"148",14.1788328418105,12.8512512151699,15.506414468451,30,3,0,4.95729709527865e-17,0.780411195810393,"Rates weighted",30,"1.3/1.5",0.2,1.9,-0.5,0.9,50,3,6,2,5.34009832513663,4.16747251966495,1.17262580547168,9.50757084480158,-2.34009832513663
"149",8.68295392597541,7.91667897576559,9.44922887618524,30,3,0,1.06434004769043e-17,0.450450306190268,"3.SRI",30,"1.3/1.5",0.2,1.9,-0.5,0.9,50,3,6,2,5.66569083564444,2.55211217169543,3.11357866394901,8.21780300733988,-2.66569083564444
"150",8.68295392597541,7.91667897576559,9.44922887618524,30,3,0,1.06434004769043e-17,0.450450306190268,"SRI weighted",30,"1.3/1.5",0.2,1.9,-0.5,0.9,50,3,6,2,5.66569083564444,2.55211217169543,3.11357866394901,8.21780300733988,-2.66569083564444
"151",1.699,1.01,2.354,50,1,3,0,0,"1.Bayesian",31,"2.9/2.5",-0.9,0.5,0.7,0.9,10,3,1,9,1.2641369047619,0,1.2641369047619,1.2641369047619,-0.264136904761905
"152",6.96653496456701,5.1738375058782,8.75923242325581,50,1,3,4.03864845761713e-08,1.06884783968136,"2.Rates",31,"2.9/2.5",-0.9,0.5,0.7,0.9,10,3,1,9,1.9430314163725,2.07680493182277,-0.133773515450262,4.01983634819527,-0.943031416372505
"153",9.77412016578282,7.19886035106159,12.3493799805041,50,1,3,1.21722023302263e-07,1.53027124453324,"Rates weighted",31,"2.9/2.5",-0.9,0.5,0.7,0.9,10,3,1,9,1.89769593535961,2.90398952074841,-1.00629358538881,4.80168545610802,-0.897695935359607
"154",6.91948898520728,5.24000241291124,8.59897555750332,50,1,3,2.04581658274956e-08,0.997984744091746,"3.SRI",31,"2.9/2.5",-0.9,0.5,0.7,0.9,10,3,1,9,2.06000128234059,2.05584985258534,0.00415142975524763,4.11585113492593,-1.06000128234059
"155",6.91948898520728,5.24000241291124,8.59897555750332,50,1,3,2.04581658274956e-08,0.997984744091746,"SRI weighted",31,"2.9/2.5",-0.9,0.5,0.7,0.9,10,3,1,9,2.06000128234059,2.05584985258534,0.00415142975524763,4.11585113492593,-1.06000128234059
"156",6.025,5.826,6.208,90,3,-2,0,0,"1.Bayesian",32,"0.9/1.5",-0.6,1.9,-0.2,2.1,50,3,3,-5,15.7722513089005,0,15.7722513089005,15.7722513089005,-12.7722513089005
"157",39.8931829795951,37.6678529819655,42.1185129772248,90,3,-2,9.29489406216996e-48,1.33866189667485,"2.Rates",32,"0.9/1.5",-0.6,1.9,-0.2,2.1,50,3,3,-5,8.96343082196532,11.9990033048459,-3.03557248288061,20.9624341268113,-5.96343082196532
"158",41.8859940485302,39.9982817868404,43.7737063102199,90,3,-2,1.94595470291108e-52,1.13452161357459,"Rates weighted",32,"0.9/1.5",-0.6,1.9,-0.2,2.1,50,3,3,-5,11.0943799271179,12.5868138165233,-1.49243388940546,23.6811937436412,-8.09437992711786
"159",22.469569382292,21.4747867715517,23.4643519930322,90,3,-2,4.97569038970997e-53,0.597867797755745,"3.SRI",32,"0.9/1.5",-0.6,1.9,-0.2,2.1,50,3,3,-5,11.2937083638664,6.75214454800045,4.54156381586596,18.0458529118669,-8.29370836386641
"160",22.469569382292,21.4747867715517,23.4643519930322,90,3,-2,4.97569038970997e-53,0.597867797755745,"SRI weighted",32,"0.9/1.5",-0.6,1.9,-0.2,2.1,50,3,3,-5,11.2937083638664,6.75214454800045,4.54156381586596,18.0458529118669,-8.29370836386641
"161",4.846,3.168,6.286,30,4,3,0,0,"1.Bayesian",33,"1.5/2.9",-0.2,0.5,-0.2,2.3,90,1,8,6,1.554201411161,0,1.554201411161,1.554201411161,2.445798588839
"162",17.4033458793974,15.7443449900073,19.0623467687875,30,4,3,7.8827950436246e-17,0.975234096313691,"2.Rates",33,"1.5/2.9",-0.2,0.5,-0.2,2.3,90,1,8,6,5.24512855619849,5.11522820755337,0.129900348645124,10.3603567637519,-1.24512855619849
"163",18.8206080879706,17.071312789111,20.5699033868301,30,4,3,9.23159366338239e-17,1.02701060601508,"Rates weighted",33,"1.5/2.9",-0.2,0.5,-0.2,2.3,90,1,8,6,5.37948284095901,5.52478593254104,-0.145303091582027,10.9042687735,-1.37948284095901
"164",10.0360289048027,9.06144193846916,11.0106158711363,30,4,3,2.75808832059099e-16,0.572179638029767,"3.SRI",33,"1.5/2.9",-0.2,0.5,-0.2,2.3,90,1,8,6,5.14886267285033,2.94607438041648,2.20278829243385,8.09493705326681,-1.14886267285033
"165",10.0360289048027,9.06144193846916,11.0106158711363,30,4,3,2.75808832059099e-16,0.572179638029767,"SRI weighted",33,"1.5/2.9",-0.2,0.5,-0.2,2.3,90,1,8,6,5.14886267285033,2.94607438041648,2.20278829243385,8.09493705326681,-1.14886267285033
"166",4.231,3.949,4.5,70,2,-4,0,0,"1.Bayesian",34,"1.5/2.7",-0.9,2.1,-0.5,1.7,90,7,9,-6,7.67876588021778,0,7.67876588021778,7.67876588021778,-5.67876588021778
"167",28.6837214154556,27.1552111910427,30.2122316398685,70,2,-4,4.18319624606105e-42,0.916608078711062,"2.Rates",34,"1.5/2.7",-0.9,2.1,-0.5,1.7,90,7,9,-6,9.38290138898911,8.60044321489666,0.782458174092447,17.9833446038858,-7.38290138898911
"168",28.2026548897648,26.5831944279179,29.8221153516116,70,2,-4,1.09098930353901e-39,0.970948387721227,"Rates weighted",34,"1.5/2.7",-0.9,2.1,-0.5,1.7,90,7,9,-6,8.7074231060887,8.45445842606338,0.25296468002532,17.1618815321521,-6.7074231060887
"169",15.9741025261643,15.1588655516587,16.7893395006699,70,2,-4,6.75940912156984e-43,0.488775764926194,"3.SRI",34,"1.5/2.7",-0.9,2.1,-0.5,1.7,90,7,9,-6,9.79721420011164,4.78864086480534,5.0085733353063,14.585855064917,-7.79721420011164
"170",15.9741025261643,15.1588655516587,16.7893395006699,70,2,-4,6.75940912156984e-43,0.488775764926194,"SRI weighted",34,"1.5/2.7",-0.9,2.1,-0.5,1.7,90,7,9,-6,9.79721420011164,4.78864086480534,5.0085733353063,14.585855064917,-7.79721420011164
"171",-3.693,-3.894,-3.473,50,-2,-4,0,0,"1.Bayesian",35,"0.7/1.1",-0.8,0.5,-0.6,0.9,30,3,4,0,-8.77197149643705,0,-8.77197149643705,-8.77197149643705,6.77197149643705
"172",-23.8259292670244,-24.693159365915,-22.9586991681338,50,-2,-4,2.14874608767796e-41,0.517062716418326,"2.Rates",35,"0.7/1.1",-0.8,0.5,-0.6,0.9,30,3,4,0,-13.7367979371932,-7.10278605629477,-20.839583993488,-6.63401188089844,11.7367979371932
"173",-24.2894106786839,-25.1445798209003,-23.4342415364675,50,-2,-4,8.17739072019178e-41,0.509435461341709,"Rates weighted",35,"0.7/1.1",-0.8,0.5,-0.6,0.9,30,3,4,0,-14.2015242830976,-7.23476007491528,-21.4362843580128,-6.96676420818228,12.2015242830976
"174",-10.9337106201576,-11.6140403497926,-10.2533808905226,50,-2,-4,7.68589297995689e-30,0.405281332746436,"3.SRI",35,"0.7/1.1",-0.8,0.5,-0.6,0.9,30,3,4,0,-8.03559667017891,-3.25667732790293,-11.2922739980818,-4.77891934227598,6.03559667017891
"175",-10.9337106201576,-11.6140403497926,-10.2533808905226,50,-2,-4,7.68589297995689e-30,0.405281332746436,"SRI weighted",35,"0.7/1.1",-0.8,0.5,-0.6,0.9,30,3,4,0,-8.03559667017891,-3.25667732790293,-11.2922739980818,-4.77891934227598,6.03559667017891
"176",-3.062,-3.766,-2.415,50,-2,4,0,0,"1.Bayesian",36,"2.9/1.7",-0.8,2.9,0.5,2.3,50,7,0,0,-2.26646928201332,0,-2.26646928201332,-2.26646928201332,0.266469282013323
"177",-21.3287576156592,-23.1772313080641,-19.4802839232543,50,-2,4,2.59024571551848e-24,1.10210292498538,"2.Rates",36,"2.9/1.7",-0.8,2.9,0.5,2.3,50,7,0,0,-5.76928892829146,-6.35835020295581,-12.1276391312473,0.589061274664342,3.76928892829146
"178",-21.2402384954996,-22.9309663627162,-19.549510628283,50,-2,4,1.15100928770117e-23,1.00466454791966,"Rates weighted",36,"2.9/1.7",-0.8,2.9,0.5,2.3,50,7,0,0,-6.28138889390487,-6.3106887334025,-12.5920776273074,0.0292998394976305,4.28138889390487
"179",-9.94978829579149,-10.8878112493758,-9.01176534220714,50,-2,4,6.08926196698621e-21,0.557392129670477,"3.SRI",36,"2.9/1.7",-0.8,2.9,0.5,2.3,50,7,0,0,-5.30359532129338,-2.95618229104609,-8.25977761233947,-2.34741303024729,3.30359532129338
"180",-9.94978829579149,-10.8878112493758,-9.01176534220714,50,-2,4,6.08926196698621e-21,0.557392129670477,"SRI weighted",36,"2.9/1.7",-0.8,2.9,0.5,2.3,50,7,0,0,-5.30359532129338,-2.95618229104609,-8.25977761233947,-2.34741303024729,3.30359532129338
"181",-0.27,-0.821,0.207,30,0,4,0.226,0.226,"1.Bayesian",37,"1.9/2.3",-0.4,1.3,-0.5,1.9,50,1,6,3,-0.262645914396887,-0.0593579766536965,-0.322003891050584,-0.203287937743191,0.262645914396887
"182",-1.02740010724761,-2.97389555044231,0.919095335947085,30,0,4,0.376899583411204,1.14423611021726,"2.Rates",37,"1.9/2.3",-0.4,1.3,-0.5,1.9,50,1,6,3,-0.26391022666906,-0.30197561121036,-0.56588583787942,0.0380653845412997,0.26391022666906
"183",-1.22213295849512,-3.17295702036067,0.728691103370432,30,0,4,0.295393731389062,1.14532806628561,"Rates weighted",37,"1.9/2.3",-0.4,1.3,-0.5,1.9,50,1,6,3,-0.313235053428244,-0.358756898035841,-0.671991951464084,0.045521844607597,0.313235053428244
"184",-0.391226932138043,-1.45088652194925,0.668432657673161,30,0,4,0.5347285139478,0.622125742984155,"3.SRI",37,"1.9/2.3",-0.4,1.3,-0.5,1.9,50,1,6,3,-0.184600288573685,-0.114844591683993,-0.299444880257679,-0.069755696889692,0.184600288573685
"185",-0.391226932138043,-1.45088652194925,0.668432657673161,30,0,4,0.5347285139478,0.622125742984155,"SRI weighted",37,"1.9/2.3",-0.4,1.3,-0.5,1.9,50,1,6,3,-0.184600288573685,-0.114844591683993,-0.299444880257679,-0.069755696889692,0.184600288573685
"186",0.336,-0.149,0.711,90,0,-2,0.094,0.094,"1.Bayesian",38,"2.1/1.1",0.2,1.9,0.1,0.9,50,7,4,1,0.390697674418605,0.0367255813953488,0.353972093023256,0.427423255813954,-0.390697674418605
"187",0.36563283227887,-4.02199845628375,4.75326412084149,90,0,-2,0.89013939729832,2.63940846027938,"2.Rates",38,"2.1/1.1",0.2,1.9,0.1,0.9,50,7,4,1,0.0416663124396958,0.109974417561977,-0.0683081051222812,0.151640730001673,-0.0416663124396958
"188",-0.182205937053184,-5.08717464849708,4.72276277439071,90,0,-2,0.950896115033798,2.95025534798908,"Rates weighted",38,"2.1/1.1",0.2,1.9,0.1,0.9,50,7,4,1,-0.0185736084950018,-0.0547968877938344,-0.0733704962888361,0.0362232792988326,0.0185736084950018
"189",1.29197424736626,-1.37299393322147,3.95694242795399,90,0,-2,0.422436838431931,1.60293308470162,"3.SRI",38,"2.1/1.1",0.2,1.9,0.1,0.9,50,7,4,1,0.24239956348772,0.388550280031697,-0.146150716543977,0.630949843519417,-0.24239956348772
"190",1.29197424736626,-1.37299393322147,3.95694242795399,90,0,-2,0.422436838431931,1.60293308470162,"SRI weighted",38,"2.1/1.1",0.2,1.9,0.1,0.9,50,7,4,1,0.24239956348772,0.388550280031697,-0.146150716543977,0.630949843519417,-0.24239956348772
"191",-4.196,-4.658,-3.733,70,-2,0,0,0,"1.Bayesian",39,"2.7/2.3",-0.9,2.7,0.5,1.7,50,7,3,-8,-4.53621621621621,0,-4.53621621621621,-4.53621621621621,2.53621621621621
"192",-27.6703219137819,-28.866658288121,-26.4739855394428,70,-2,0,5.94460722416577e-48,0.717412005533879,"2.Rates",39,"2.7/2.3",-0.9,2.7,0.5,1.7,50,7,3,-8,-11.5646077922978,-8.29658846948511,-19.8611962617829,-3.26801932281271,9.56460779229782
"193",-28.0776330855103,-29.3740224541369,-26.7812437168837,70,-2,0,1.8645820496245e-42,0.775979558517575,"Rates weighted",39,"2.7/2.3",-0.9,2.7,0.5,1.7,50,7,3,-8,-10.8291666705259,-8.40321197210793,-19.2323786426338,-2.42595469841797,8.8291666705259
"194",-13.4348023492513,-14.2094582042282,-12.6601464942745,70,-2,0,5.62599816460233e-37,0.463685620150401,"3.SRI",39,"2.7/2.3",-0.9,2.7,0.5,1.7,50,7,3,-8,-8.67146505311865,-4.02083365076785,-12.6922987038865,-4.6506314023508,6.67146505311865
"195",-13.4348023492513,-14.2094582042282,-12.6601464942745,70,-2,0,5.62599816460233e-37,0.463685620150401,"SRI weighted",39,"2.7/2.3",-0.9,2.7,0.5,1.7,50,7,3,-8,-8.67146505311865,-4.02083365076785,-12.6922987038865,-4.6506314023508,6.67146505311865
"196",2.146,1.167,3.375,30,2,3,0.001,0.001,"1.Bayesian",40,"2.9/2.7",0.3,1.1,-0.8,2.3,90,1,9,7,0.971920289855072,0.000971920289855072,0.970948369565217,0.972892210144927,1.02807971014493
"197",13.7045640588103,10.8059908501572,16.6031372674635,30,2,3,9.29529237028794e-09,1.70390952881233,"2.Rates",40,"2.9/2.7",0.3,1.1,-0.8,2.3,90,1,9,7,2.36401896248437,4.02807443647014,-1.66405547398578,6.39209339895451,-0.364018962484367
"198",12.9743887855825,9.65956610700312,16.2892114641618,30,2,3,3.72694223925864e-07,1.94613113645234,"Rates weighted",40,"2.9/2.7",0.3,1.1,-0.8,2.3,90,1,9,7,1.95702606800419,3.80862936579184,-1.85160329778765,5.76565543379603,0.0429739319958116
"199",7.06481410484442,5.05104068607203,9.0785875236168,30,2,3,2.25646511941131e-06,1.18228560983317,"3.SRI",40,"2.9/2.7",0.3,1.1,-0.8,2.3,90,1,9,7,1.75412338820899,2.0738748397513,-0.319751451542308,3.82799822796028,0.245876611791013
"200",7.06481410484442,5.05104068607203,9.0785875236168,30,2,3,2.25646511941131e-06,1.18228560983317,"SRI weighted",40,"2.9/2.7",0.3,1.1,-0.8,2.3,90,1,9,7,1.75412338820899,2.0738748397513,-0.319751451542308,3.82799822796028,0.245876611791013
"201",1.941,1.632,2.286,90,1,-1,0,0,"1.Bayesian",41,"1.9/2.5",0.9,2.3,0.8,0.9,50,7,7,-6,2.96788990825688,0,2.96788990825688,2.96788990825688,-1.96788990825688
"202",26.6892116603708,21.474210731983,31.9042125887586,90,1,-1,4.23010912123974e-13,3.13711810895138,"2.Rates",41,"1.9/2.5",0.9,2.3,0.8,0.9,50,7,7,-6,2.55888848601048,8.02753540825066,-5.46864692224018,10.5864238942611,-1.55888848601048
"203",26.908531059578,21.4577581380066,32.3593039811495,90,1,-1,1.7535397599717e-12,3.27894830218754,"Rates weighted",41,"1.9/2.5",0.9,2.3,0.8,0.9,50,7,7,-6,2.46832251560945,8.09350192180888,-5.62517940619943,10.5618244374183,-1.46832251560945
"204",16.0915170661975,12.8433541466886,19.3396799857064,90,1,-1,1.53006952527651e-12,1.95395376828168,"3.SRI",41,"1.9/2.5",0.9,2.3,0.8,0.9,50,7,7,-6,2.47701815841036,4.83997896472807,-2.36296080631772,7.31699712313843,-1.47701815841036
"205",16.0915170661975,12.8433541466886,19.3396799857064,90,1,-1,1.53006952527651e-12,1.95395376828168,"SRI weighted",41,"1.9/2.5",0.9,2.3,0.8,0.9,50,7,7,-6,2.47701815841036,4.83997896472807,-2.36296080631772,7.31699712313843,-1.47701815841036
